D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_41_517.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_41_517.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_41_517.jpg, 0, 0, 0, 8.152707E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_41_640.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_41_640.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_41_640.jpg, 0, 0, 0, 8.122095E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_41_772.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_41_772.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_41_772.jpg, 0, 0, 0, 8.18187E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_41_890.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_41_890.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_41_890.jpg, 0, 0, 0, 8.048855E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_006.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_006.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_006.jpg, 0, 0, 0, 8.075231E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_127.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_127.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_127.jpg, 0, 0, 0, 8.076929E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_240.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_240.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_240.jpg, 0, 0, 0, 8.002949E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_359.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_359.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_359.jpg, 0, 0, 0, 8.166447E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_477.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_477.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_477.jpg, 0, 0, 0, 8.082602E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_589.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_589.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_589.jpg, 0, 0, 0, 8.046383E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_703.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_703.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_703.jpg, 0, 0, 0, 8.192113E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_816.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_816.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_816.jpg, 0, 0, 0, 8.138954E-05
D:\Python\Self Driving Cars- Udemy\Data\IMG\center_2021_10_14_19_41_42_947.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\left_2021_10_14_19_41_42_947.jpg, D:\Python\Self Driving Cars- Udemy\Data\IMG\right_2021_10_14_19_41_42_947.jpg, 0, 0.3461742, 0, 0.386882
